Article_Title,Year,Description,Revue,Volume,Number,Pages
Probing DDM and ML quantum concepts in shape phase transitions of γ-unstable nuclei,2023,"Nuclear Physics A, 122697, 2023","Nuclear Physics A,",122697,,
A -rigid solution of the Bohr Hamiltonian with deformation-dependent mass term for Kratzer potential and,2021,"arXiv preprint arXiv:2111.01901, 2021",arXiv preprint arXiv:,211101901,,
A -rigid solution of the Bohr Hamiltonian with deformation-dependent mass term for Kratzer potential and,2021,"arXiv e-prints, arXiv: 2111.01901, 2021","arXiv e-prints, arXiv:",211101901,,
Z (4)-DDM: A γ-rigid solution of the Bohr Hamiltonian with Davidson potential for β and γ= 30,2021,"NUCLEUS–2021. Nuclear physics and elementary particle physics. Nuclear …, 2021",NUCLEUS–,2021,,
"Enhancing the dielectric, electrocaloric and energy storage properties of lead-free Ba0. 85Ca0. 15Zr0. 1Ti0. 9O3 ceramics prepared via sol-gel process",2021,"Physica B: Condensed Matter 603, 412760, 2021",Physica B: Condensed Matter,603,,412760
Theoretical and experimental study of AC electrical conduction mechanism in the low temperature range of p-CuIn3Se5,2018,"Physica E: Low-Dimensional Systems and Nanostructures 99, 37-42, 2018",Physica E: Low-Dimensional Systems and Nanostructures,99,,3742
Investigation on relaxation and conduction mechanism in Pb0. 75K0. 5Nb2O6 new ferroelectric ceramic,2014,"Superlattices and Microstructures 71, 7-22, 2014",Superlattices and Microstructures,71,,722
"Direct electrocaloric, structural, dielectric, and electric properties of lead-free ferroelectric material Ba0. 9Sr0. 1Ti1-xSnxO3 synthesized by semi-wet method",2019,"Physica B: Condensed Matter 566, 55-62, 2019",Physica B: Condensed Matter,566,,5562
"Impedance spectroscopy analysis of the diffuse phase transition in lead-free (Ba0, 85Ca0, 15)(Zr0. 1Ti0. 9) O3 ceramic elaborated by sol-gel method",2019,"Superlattices and Microstructures 127, 71-79, 2019",Superlattices and Microstructures,127,,7179
"Structural, dielectric and electrocaloric properties of (Ba0.85Ca0.15)(Ti0.9Zr0.1−xSnx)O3 ceramics elaborated by sol–gel method",2019,"Journal of Materials Science: Materials in Electronics 30, 14099-14111, 2019",Journal of Materials Science: Materials in Electronics,30,,1409914111
"Studies of Diffuse Phase Transition in Ferroelectric Solid Solution Pb1-xK2xNb2O6 (x = 0.1, 0.2, 0.25 and 0.3)",2013,"Ferroelectrics 444 (1), 116-124, 2013",Ferroelectrics,444,1,116124
Phase diagram and dielectric properties of ferroelectric ceramics Pb2− xK1+ xLixNb5O15,2011,"Superlattices and Microstructures 49 (3), 300-306, 2011",Superlattices and Microstructures,49,3,300306
"Structural, dielectric, ferroelectric and tuning properties of Pb-free ferroelectric Ba0. 9Sr0. 1Ti1-xSnxO3",2020,"Ceramics International 46 (17), 27275-27282, 2020",Ceramics International,46,17,2727527282
Low temperature analysis of the electrical conduction with the NSPT mechanism in p-CuIn3Se5,2018,"Superlattices and Microstructures 119, 194-200, 2018",Superlattices and Microstructures,119,,194200
Analysis of conduction mechanism in lamellar double hydroxide by impedance spectroscopy,2013,"J. Optoelectron. Adv. Mater 15 (11), 1239-1247, 2013",J. Optoelectron. Adv. Mater,15,11,12391247
"Structural, dielectric and magnetic studies of (0–3) type multiferroic (1 − x) BaTi0.8Sn0.2O3–(x) La0.5Ca0.5MnO3 (0 ≤ x ≤ 1) composite ceramics",2020,"Journal of Materials Science: Materials in Electronics 31, 19343-19354, 2020",Journal of Materials Science: Materials in Electronics,31,,1934319354
Localization and Electron–Electron Interaction Effects in p‐CuGaTe2,2001,"physica status solidi (b) 225 (1), 203-208, 2001",physica status solidi (b),225,1,203208
Impedance spectroscopy studies on lead free Ba1-xMgx (Ti0. 9Zr0. 1) O3 ceramics,2018,"Superlattices and Microstructures 118, 45-54, 2018",Superlattices and Microstructures,118,,4554
Analysis of relaxation processes and low frequency dispersion in waste water,2013,"Journal of Optoelectronics and Advanced Materials 15 (November-December 2013 …, 2013",Journal of Optoelectronics and Advanced Materials,15,2013,
Enhanced electrocaloric and energy-storage properties of environment-friendly ferroelectric Ba0. 9Sr0. 1Ti1− xSnxO3 ceramics,2022,"Materials Today Communications 31, 103351, 2022",Materials Today Communications,31,,103351
Improved energy storage and electrocaloric properties of lead-free Ba0.85Ca0.15Zr0.1Ti0.9O3 ceramic,2022,"Journal of Materials Science: Materials in Electronics 33 (18), 14381-14396, 2022",Journal of Materials Science: Materials in Electronics,33,18,1438114396
Dielectric relaxation and predominance of NSPT and OLPT conduction processes in Ba0. 9Sr0. 1TiO3,2019,"Superlattices and Microstructures 127, 176-185, 2019",Superlattices and Microstructures,127,,176185
Dielectric and structural properties of diffuse ferroelectric phase transition in Pb1. 85K1. 15Li0. 15Nb5O15 ceramic,2011,"The European Physical Journal-Applied Physics 53 (2), 20901, 2011",The European Physical Journal-Applied Physics,53,2,20901
"Dielectric Properties Of Lead Potassium Lithium Niobate (Pb1, 85K1, 15Li0, 15Nb5O15) With Tetragonal Tungsten Bronze (TTB) Type Structure",2010,"Moroccan Journal of Condensed Matter 12 (2), 2010",Moroccan Journal of Condensed Matter,12,2,
Phosphogypsum recycling: New horizons for a more sustainable road material application,2020,"Journal of Building Engineering 30, 101267, 2020",Journal of Building Engineering,30,,101267
Valorization of phosphate mine waste rocks as materials for road construction,2019,"Minerals 9 (4), 237, 2019",Minerals,9,4,237
Sustainable reuse of coal mine waste: Experimental and economic assessments for embankments and pavement layer applications in Morocco,2020,"Minerals 10 (10), 851, 2020",Minerals,10,10,851
Feasibility of using phosphate wastes for enhancing high-temperature rheological characteristics of asphalt binder,2020,"Journal of Material Cycles and Waste Management 22, 1407-1417, 2020",Journal of Material Cycles and Waste Management,22,,14071417
An experimental investigation on collapsible behavior of dry compacted phosphate mine waste rock in road embankment,2021,"Transportation Geotechnics 26, 100439, 2021",Transportation Geotechnics,26,,100439
Mining Wastes as Road Construction Material: A Review,2023,"Minerals 13 (1), 90, 2023",Minerals,13,1,90
Towards an integrated approach for zero coal mine waste storage: solutions based on materials circularity and sustainable resource governance,2023,"Mineral Processing and Extractive Metallurgy Review 44 (6), 375-388, 2023",Mineral Processing and Extractive Metallurgy Review,44,6,375388
Valorization of phosphate mine waste rocks as materials for road construction. Minerals 9 (4): 237,2019,,,,,
Towards the Valorization of Phosphate Wastes in bituminous materials,2020,"Academic Journal of Civil Engineering 38 (1), 9-12, 2020",Academic Journal of Civil Engineering,38,1,912
Potential valorisation of steel slag waste as an alternative material for pavement layers,2023,"Građevinar 75 (02.), 163-176, 2023",Građevinar,75,02,163176
Potencijalna valorizacija otpadne čelične zgure kao alternativnog materijala za kolničke slojeve,2023,"Građevinar 75 (02.), 163-176, 2023",Građevinar,75,02,163176
Field and Economic Studies on Mine Waste: Sustainable Reuse as Aggregates for Low Traffic Pavement Structure,2022,"Sustainability 14 (19), 12540, 2022",Sustainability,14,19,12540
Treatment by Ballasted Column against the Phenomenon of Liquefaction Soil: Case of the Mohamed VI Tower in Morocco,2022,"Architecture 10 (4), 1317-1326, 2022",Architecture,10,4,13171326
A new empirical model for predicting complex modulus of asphalt concrete materials,2021,"Materials Today: Proceedings 37, 3913-3920, 2021",Materials Today: Proceedings,37,,39133920
Etude des facteurs d'influence sur le module de rigidité des enrobés bitumineux,2017,,,,,
Transportation Geotechnics,,,,,,
Modélisation du module de rigidité des mélanges bitumineux,,,,,,
Insight into the corrosion inhibition of new amino-acids as efficient inhibitors for mild steel in HCl solution: Experimental studies and theoretical calculations,2021,"Journal of Molecular Liquids 334, 116520, 2021",Journal of Molecular Liquids,334,,116520
"Design, synthesis, biological evaluation and molecular docking of new uracil analogs-1, 2, 4-oxadiazole hybrids as potential anticancer agents",2020,"Bioorganic & Medicinal Chemistry Letters 30 (19), 127438, 2020",Bioorganic & Medicinal Chemistry Letters,30,19,127438
Experimental and theoretical investigation of corrosion inhibition effect of two 8-hydroxyquinoline carbonitrile derivatives on mild steel in 1 M HCl solution,2022,"Journal of Physics and Chemistry of Solids 169, 110866, 2022",Journal of Physics and Chemistry of Solids,169,,110866
"Design, synthesis, chemical characterization, biological evaluation, and docking study of new 1, 3, 4-oxadiazole homonucleoside analogs",2020,"Nucleosides, Nucleotides & Nucleic Acids 39 (8), 1088-1107, 2020","Nucleosides, Nucleotides & Nucleic Acids",39,8,10881107
Aluminium clusters for molecular hydrogen storage and the corresponding alanes as fuel alternatives: A structural and energetic analysis,2013,"International journal of hydrogen energy 38 (14), 5758-5767, 2013",International journal of hydrogen energy,38,14,57585767
Novel triphenyl imidazole based on 8-hydroxyquinoline as corrosion inhibitor for mild steel in molar hydrochloric acid: experimental and theoretical investigations,2022,"Journal of Applied Electrochemistry, 1-21, 2022","Journal of Applied Electrochemistry,",121,,
"Minerals analysis, antioxidant and chemical composition of extracts of Laurus nobilis from southern Algeria",2016,"J. Mater. Environ. Sci 7 (11), 4253-4261, 2016",J. Mater. Environ. Sci,7,11,42534261
Blue-Green-Black phosphorene allotropes conversion: Energetically easy and potentially promising,2019,"Chemical Physics 516, 103-107, 2019",Chemical Physics,516,,103107
Chemical composition of essential oils of Artemisia campestris and Juniperus phoenicea from Algeria,2014,"International Journal of Innovation and Applied Studies 9 (4), 1434, 2014",International Journal of Innovation and Applied Studies,9,4,1434
Large gallanes and the PSEPT theory: a theoretical study of Ga n H n+2 clusters (n = 7–9),2012,"Journal of molecular modeling 18, 3321-3328, 2012",Journal of molecular modeling,18,,33213328
"Are closed clusters expected from the (n+ 1) skeletal electron pairs rule in alanes and gallanes? A DFT structural study of AnHn+ 2 (A= Al, Ga, and n= 4–6)",2011,"Polyhedron 30 (6), 1080-1084, 2011",Polyhedron,30,6,10801084
Etude comparative des indices d'activité antioxydante des essais du Cérium et du DPPH: Application sur trois plantes médicinale locale [Comparative study of antioxidant …,2015,"International Journal of Innovation and Applied Studies 13 (3), 681, 2015",International Journal of Innovation and Applied Studies,13,3,681
Two pyran derivatives as corrosion inhibitors for mild steel in HCl solution: Experimental and theoretical investigations,2023,"Materials Today Communications 35, 106188, 2023",Materials Today Communications,35,,106188
"Design, Synthesis, Cytotoxic Effect Evaluation and Molecular Docking of (R)‐Camphor‐Based Thiazolidinone‐Isoxazole and Thiazolidinone‐1, 2, 3‐triazole Hybrids “",2023,"ChemistrySelect 8 (1), e202203349, 2023",ChemistrySelect,8,1,202203349
The hyperconjugation effect on the graphene counterparts based on silicon and germanium,2017,"Current Applied Physics 17 (10), 1310-1315, 2017",Current Applied Physics,17,10,13101315
Positional distribution of fatty acids in the triglycerides of Citrullus colocynthis seed oil growing in Algeria,2017,"J. Mater. Environ. Sci 8, 622-627, 2017",J. Mater. Environ. Sci,8,,622627
Propriétés physico chimiques de lipide et quantification des protéines de graines des fruits Citrullus Colocynthis [Physicochemical properties of lipid and quantification of …,2014,"International Journal of Innovation and Applied Studies 9 (4), 1944, 2014",International Journal of Innovation and Applied Studies,9,4,1944
Exploring the Efficacy of Benzimidazolone Derivative as Corrosion Inhibitors for Copper in a 3.5 wt.% NaCl Solution: A Comprehensive Experimental and Theoretical Investigation,2023,"Molecules 28 (19), 6948, 2023",Molecules,28,19,6948
